source,date,text,url,rating
rss_world_soccer_talk,"Tue, 19 Ma","How to watch Orlando City SC vs Atlanta United in the USA: Live Stream and TV for 2026 US Open Cup. Orlando City SC will square off against Atlanta United in the 2026 US Open knockout quarterfinal. Here is how you can watch the match live in the USA. 
Here are all of the details of where you can watch Orlando City SC vs Atlanta United on US television and via legal streaming:



WHO
Orlando City SC vs Atlanta United


WHAT
US Open Cup


WHEN
3:00pm ET / 12:00pm PT • Tuesday, September 23, 2026


WHERE
Paramount+, CBS Sports Golazo Network and Amazon Prime Video


STREAM
WATCH NOW




Match Overview
With a US Open Cup semifinal spot on the line, Orlando City SC and Atlanta United meet again after a 1-1 draw last Saturday that highlighted how little separates them. Orlando enters with 14 MLS points, just three shy of the Play-In line.
Facing the Florida team will be Atlanta United, who sit",https://worldsoccertalk.com/watch-on-us-tv/how-to-watch-orlando-city-sc-vs-atlanta-united-in-the-usa-live-stream-and-tv-for-2026-us-open-cup/,
rss_world_soccer_talk,"Mon, 18 Ma","When is Lionel Messi’s next game? Inter Miami star’s MLS title defense continues. With the 2026 MLS season already underway, questions are being raised about when Argentina and Inter Miami star Lionel Messi will play his next game. Lionel Messi is still making history at 38 years old, remaining a cornerstone and captain for both Inter Miami and the Argentina national team. With the 2026 Major League Soccer season now underway, fans are wondering when they’ll see the forward back in action.
Lionel Messi’s next match with Inter Miami is scheduled for Sunday, May 24, when the Herons will be hosting Philadelphia Union in the MLS at the Nu Stadium. The Argentine legend enters the fixture after participating in the two goals of the 2-0 win over the Portland Timbers with a goal and an assist.
As for international duty with Argentina national team, Lionel Messi is set to return",https://worldsoccertalk.com/news/when-is-lionel-messi-next-game/,
rss_world_soccer_talk,"Mon, 18 Ma","Wayne Rooney slams Mohamed Salah over criticism of Liverpool’s Arne Slot: ‘I’d have him nowhere near the stadium’. After battling to secure qualification for the UEFA Champions League, Mohamed Salah posted a strong message that appeared to contain subtle criticism toward Arne Slot of Liverpool FC. In response, Wayne Rooney delivered a strong criticism at the Egyptian legend. Despite winning the 2024-25 Premier League title, Liverpool have struggled throughout this season, battling to secure qualification for the UEFA Champions League. Amid this difficult period, Mohamed Salah posted a strong message on social media that appeared to contain subtle criticism toward head coach Arne Slot. In response, English legend Wayne Rooney decided to publicly criticize the Egyptian star, further escalating the situation.
Following the loss to Aston Villa, Mohamed Salah has decided to post a scathing critique of the R",https://worldsoccertalk.com/news/wayne-rooney-slams-mohamed-salah-over-criticism-of-liverpools-arne-slot-id-have-him-nowhere-near-the-stadium/,
rss_world_soccer_talk,"Mon, 18 Ma","Antoine Griezmann says he ‘made a mistake’ leaving Atletico Madrid for Messi’s Barcelona. Antoine Griezmann stated that he ""made a mistake"" the moment he left Atletico Madrid to join Lionel Messi's Barcelona in 2019. Antoine Griezmann bid farewell to the Atletico Madrid faithful in his final home appearance at the Riyadh Air Metropolitano on Sunday against Girona. In an emotional scene in front of a packed stadium, the French legend admitted that leaving the Colchoneros to join Lionel Messi‘s Barcelona had been “a mistake.”
Regarded at the time as one of the best players in the world and having already signed a contract extension, Griezmann completed a move to Barcelona in 2019 for €120 million. However, the anticipated partnership with Messi never truly clicked, and his two seasons at the club yielded only a Copa del Rey title in 2020-21, with disappointment in La Liga and the",https://worldsoccertalk.com/news/antoine-griezmann-says-he-made-a-mistake-leaving-atletico-madrid-for-messis-barcelona/,
rss_world_soccer_talk,"Sun, 17 Ma","Video: Lionel Messi scores and assists for Inter Miami’s first win at Nu Stadium vs Portland Timbers. After a great collective play, Lionel Messi scored the opening goal for Inter Miami in the MLS game against the Portland Timbers. Inter Miami hosted the Portland Timbers on Sunday at Nu Stadium looking to climb the MLS Eastern Conference standings. Lionel Messi spearheaded the attack for the Herons, providing the game’s opening breakthrough before delivering an assist to push the advantage to 2-0, securing the historic first victory at the club’s new home.
Sunday’s clash marked Inter Miami’s fifth match at Nu Stadium since its grand opening, with the Herons previously enduring a frustrating stretch of three draws and a loss at the new venue. After sustained attacking pressure turned Timbers goalkeeper James Pantemis into the player of the match early with a string of brilliant saves, the H",https://worldsoccertalk.com/news/video-lionel-messi-scores-opening-goal-for-inter-miami-cf-vs-portland-timbers-in-mls/,
rss_world_soccer_talk,"Sun, 17 Ma","Lionel Messi dealt setback as Inter Miami issue injury update on Tadeo Allende surgery. Less than a month before the break for the 2026 World Cup, Lionel Messi received a squad blow with Inter Miami confirming Tadeo Allende's surgery in a latest injury update. Lionel Messi remains the undeniable centerpiece of an Inter Miami side that has struggled to recapture its dominant form from the 2025 season. In yet another setback for the Argentine maestro, the Herons confirmed in a recent injury update that forward Tadeo Allende has undergone knee surgery, delivering another blow to the squad’s depth.
Inter Miami released an official statement regarding Allende’s status on Sunday ahead of their clash with the Portland Timbers: “Forward Tadeo Allende has successfully undergone an arthroscopy on his right knee to address the discomfort he had been experiencing in recent weeks.“
The fo",https://worldsoccertalk.com/news/lionel-messi-dealt-setback-as-inter-miami-issue-injury-update-on-tadeo-allende-surgery/,
rss_world_soccer_talk,"Sun, 17 Ma","Lionel Messi starts: Confirmed lineups for Inter Miami vs. Portland Timbers in MLS clash. Inter Miami are clashing with the Portland Timbers in the MLS, with all eyes on Lionel Messi to feature in the game. Inter Miami host the Portland Timbers on Sunday, May 17, at Nu Stadium in the 2026 MLS regular season. With the Herons looking to climb further up the Eastern Conference standings, the biggest question heading into the match is whether Lionel Messi will be in the lineup.
Messi has been included in the starting lineup against the Timbers. The Argentine arrives in good form after scoring a brace and adding an assist in a 5-3 road win over FC Cincinnati, a performance that earned him a spot in the MLS Team of the Matchday 13 and further underlines his sharp form heading into the summer.
Through 12 MLS appearances this season, Messi has scored 11 goals and registered four assist",https://worldsoccertalk.com/news/is-lionel-messi-playing-projected-lineups-for-inter-miami-vs-portland-timbers-in-mls-clash/,
rss_world_soccer_talk,"Sun, 17 Ma","How to watch Inter Miami vs Portland Timbers in the USA: Live Stream and TV for 2026 MLS. Inter Miami will square off against Portland Timbers in a 2026 MLS regular-season matchup. Find here how to watch this game live in the USA. 
Here are all of the details of where you can watch Inter Miami vs Portland Timbers on US television and via legal streaming:




WHO
Inter Miami vs Portland Timbers


WHAT
MLS 2026 season


WHEN
6:00pm ET / 3:00pm PT • Sunday, May 17, 2026


WHERE
Apple TV


STREAM
WATCH NOW






Match Overview
Inter Miami enter this matchup with plenty of momentum after a convincing win over Cincinnati lifted Lionel Messi and company to 25 points, leaving them just two behind Eastern Conference leaders Nashville SC as the race for the top spot heats up.
Standing in their way are a Portland Timbers side eager to turn its season around despite sitting near the bottom",https://worldsoccertalk.com/watch-on-us-tv/how-to-watch-inter-miami-vs-portland-timbers-in-the-usa-live-stream-and-tv-for-2026-mls/,
rss_google_news,"Sat, 11 Ap",Recap | Revolution earn second straight shutout win with 1-0 victory over D.C. United - revolutionsoccer.net. Recap | Revolution earn second straight shutout win with 1-0 victory over D.C. United  revolutionsoccer.net,https://news.google.com/rss/articles/CBMipAFBVV95cUxOcW1xWG9NSGc4OUNQTDAtR1RZa0lwdnBuYzJtazA5QTNOM2gwd1otc1dTVVNjZ2hkbDh5TFoycGgzazdMY1ZFRU1HR3hiTTREWjFIYTFCX3luZ0lUdHprM3FsY2JnVTJ4Q0dPYi1nMU5BOGt4RV9nN05kM3JSeDJzUGRBWEFNNmNFOFRhSlkybTVOZU45eXYtVVB3YzZBUlViTzNaNA?oc=5,
rss_google_news,"Sat, 28 Fe","RECAP | Minnesota United FC 1, FC Cincinnati 0 – MLS Regular Season - FC Cincinnati. RECAP | Minnesota United FC 1, FC Cincinnati 0 – MLS Regular Season  FC Cincinnati",https://news.google.com/rss/articles/CBMigwFBVV95cUxPc1pkeGlQU25zbGxuT19DcE5jVzlZM082ekhpS0UtbGRHWUo0YUVfWGMzWWw0eEVULTE0eDhvNGprb2tKVTZtSmgxNjV1VXZzMWczRDJCNUlqTFg3ZWFjWWlIaWUtSjlELUtxcWtHb3ZrQ1AtbjM5ZzNDd29objZ6bU16WQ?oc=5,
rss_google_news,"Thu, 23 Oc",MLS average attendance down 5% in 2025 ahead of World Cup - Sports Business Journal. MLS average attendance down 5% in 2025 ahead of World Cup  Sports Business Journal,https://news.google.com/rss/articles/CBMitgFBVV95cUxPVlpXTk11XzBfNjNsOXlpUFU5am1PUGRfZHpYM2l5Nk9GRTQxV1RVWXVibjlucnlURGJ0SzdtQ0txTHhEY0VsZ29tRldRUFppVnk2X2ZSOWtPWDJETUc2ejRnTnl6VkhQQVlfdDBscnlueDhWSjdmZXRnaVd3ZUFRSWhmZmFqRmFZRHFWVjBCN0JiNmd3OEtORnhCb2phS0oxM2R5M3dFbzhQVGhETEN2d2N1NnBuZw?oc=5,
rss_google_news,"Sat, 28 Ju","MATCHDAY GUIDE | Revs vs. Colorado Rapids (June 28, 2025) - revolutionsoccer.net. MATCHDAY GUIDE | Revs vs. Colorado Rapids (June 28, 2025)  revolutionsoccer.net",https://news.google.com/rss/articles/CBMikwFBVV95cUxQek9rYTB6TjhhMEgyZ1h2TjVuNm10UkxmMmNWdkN1S3pQVkxMS1dYRTNEbjZ3LW1ib3MzN2dGTFhzM21PMV9Wc25CSlJnWXFSSTU3WUZBVzRVTUtXUElYSjJiYzhCVDVkdzZPVURIclFISmVDRnpNeEVYUDRybHBqb19wTzl5N0d1LVBlc21Md0dpekk?oc=5,
rss_google_news,"Sat, 14 Ju","RECAP | New England Revolution 0, FC Cincinnati 1 - FC Cincinnati. RECAP | New England Revolution 0, FC Cincinnati 1  FC Cincinnati",https://news.google.com/rss/articles/CBMihwFBVV95cUxPNmg5NklOMTI4UUlTT1gyNDRVYlRuc3pWVWhCOWJDZG1EM2cyNWlHNllaMW02cVhhTkZ2ci1qZUZfT2lNVzR4eVpWQmxKZDZYay1ZcVNodS1rVW5qZHltR3lMSllSeGs0cm81UXdjRmxYbGRoRVdQZEpCRG5yWEZhRXlBSWlTSmc?oc=5,
rss_google_news,"Wed, 27 Ma","Over 60,000 tickets sold for Revolution match vs. Inter Miami CF at Gillette Stadium - revolutionsoccer.net. Over 60,000 tickets sold for Revolution match vs. Inter Miami CF at Gillette Stadium  revolutionsoccer.net",https://news.google.com/rss/articles/CBMitgFBVV95cUxQQVdNbkxvSkFyVG9FbjJ0UVBPMC1fd0ZhT19GTDc4MUx0cE9rSFY2TDNYcWg0LURfa2NWa3lkYmlxVGpuMEs2TFJKZFpfY1BLcjAzRTBPZ0J1OWxJUzVDeVRDenhTbEE2VVJHRkNTYXBjbFRreGYtNHZpNGJiSVNtLUpvdE05NUk1QUNkM2JINGp3bDlXWG01bkdtdldHUTRLTHRseWRIRG1aN0NvZzdBdldVZkRIdw?oc=5,
rss_google_news,"Thu, 15 Ma",Tickets - revolutionsoccer.net. Tickets  revolutionsoccer.net,https://news.google.com/rss/articles/CBMiY0FVX3lxTE0xVlFabXR1UkNGalFkRTNkckVEUmJRaHVpZUprNmRqSXpfTmg3NzQyRHM3MzhQczEtMW9jay1pVzE2UWpCTU5JTWNpR2VJWlNSNnZ6SmxsMlBVX1c0ZW1BbEluSQ?oc=5,
rss_google_news,"Sat, 30 Se","MATCHDAY GUIDE | Revs vs. Charlotte FC (September 30, 2023) - revolutionsoccer.net. MATCHDAY GUIDE | Revs vs. Charlotte FC (September 30, 2023)  revolutionsoccer.net",https://news.google.com/rss/articles/CBMilgFBVV95cUxOTlNTa2p5bmhXd0NJWFVvZzR5Wm5sOFZLSl9PbDg4M3RjN0JhTzUzbTdwcmUwYXBPNEwxdEVxQ0I1M0RKemZNSGpkOTl0ZjkyV0NfRUpreVlBYzI1OEljMHFqSHVvVS1QSU1jZGp1YkVnZFpBWmY0VkhNb2pfNzBCS2Y1VFBJeG13NlVmNHp3b3ZjdDFyQ0E?oc=5,
rss_google_news,"Sat, 15 Ju","Recap | Revs win fifth straight in Foxborough, improve to 9-0-3 at home with 4-0 romp over D.C. - revolutionsoccer.net. Recap | Revs win fifth straight in Foxborough, improve to 9-0-3 at home with 4-0 romp over D.C.  revolutionsoccer.net",https://news.google.com/rss/articles/CBMisAFBVV95cUxQcEhHeXk4aUNhUDVSdkZlNWgwVVF2R3JFMXgxQVB6UWlSVi1Ea2lwX0phQzl2dHdEekV6YnduZkFNSlNJRkgyWnFXLWdfZHp1dlhQMmNNZWdMejEwazZhVFR1WURSUVlIVGhxS0FpNlpQT2NDUXdXRFhnS2xCRTJqaUQtVzBEOFhSSWJvajJGdzdvQlctdm5DejYtVTJFYThXb051X3VISkNLczNtaVFrSA?oc=5,
rss_google_news,"Sun, 15 Ma",Recap | Revolution triumph 6-1 over FC Cincinnati in 2026 home opener - revolutionsoccer.net. Recap | Revolution triumph 6-1 over FC Cincinnati in 2026 home opener  revolutionsoccer.net,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNNDV4NDdSNVhzM3dQdkstYm1xaEg5UFNkSGJQSWFqaWtqczZrdW9tdEJES0tpaEVaTnBHUEh0MVlfckswTDFGRU5KVlR6MHUyYzhMWUx1NGVxX3pUQW1BX0x2VTVnWGJBV0o0S3p1LTl3U2txbWNHY2ZMNmVuNzdQVlNQTXJqTWlaV2pXRlJ6Zk9nV0J4QWoxYzk1NXgtb3AxVFYxQnJYMS0?oc=5,
rss_google_news,"Sat, 21 Oc","Recap | Bou bags both as Revs close regular season with 2-1 win over Union in front of 41,355 in Foxborough - revolutionsoccer.net. Recap | Bou bags both as Revs close regular season with 2-1 win over Union in front of 41,355 in Foxborough  revolutionsoccer.net",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPTjFHMHhud3RQTWFGbWVGU0twSk5HMXBjS3RfUHcxR2kwcFR0UXlGbzUzSE12YlNQdjNoNHR1NVVoUVdOZ2tfN0NiVUxHZHJpZE1MQ3NSWUxZckRRTWVKcDI2c18xdzJscFR5OGw5eXZ5NWxZeTlJeXpBWVczUEQzVkE5Y05wMzl2aEFINFE5bDJNQnp2cUNCSkVMRF9xMmtPdjJqcEFmRVFKMWM?oc=5,
rss_google_news,"Sun, 17 Ma",Recap | Revolution battle to 2-1 win over Minnesota United FC - revolutionsoccer.net. Recap | Revolution battle to 2-1 win over Minnesota United FC  revolutionsoccer.net,https://news.google.com/rss/articles/CBMingFBVV95cUxNQXFwaTlaVF9LVTJ2VVNpcEt2dGFhUzVwQno5aEhpYmNMR1pjT0VzaU1aSEhHVXp6S0lHY0N5eXhLcHZ0dlhvMVFzQkkwWUVJS1BwM2ozVWZwMUhjWlZGUHA5R1Z6X2hLeUlTcF90bWphS3U5WGZRVmdhbkxGeE0xZC11NFZIalN6RjU3Ni1NVjBNc0tzbjQxdTkyNk9aQQ?oc=5,
rss_google_news,"Sat, 27 Se","Recap | Revs treat crowd of 25,790 at Gillette Stadium to 2-0 win over Atlanta United - revolutionsoccer.net. Recap | Revs treat crowd of 25,790 at Gillette Stadium to 2-0 win over Atlanta United  revolutionsoccer.net",https://news.google.com/rss/articles/CBMimgFBVV95cUxNaWktbWJ6REMxZlFFR25sZmZ5WGwwdlYxVTdsUmdYcDZkbGl0X1c2bThrTEp5c1huck5rQ3diN2NCNmRTTkd0R0pSY3hweFVGeEdjTHRWMnVKQ0pWSHdhcjVYdXRRbFgtSHdsX1hYc2k4NElydnFlQ1BScjkwclBKMTZVLVNBNFVyQkZPcERnRTVnZnVtWEhsSVdB?oc=5,
rss_google_news,"Sat, 27 Ap","Recap | Record crowd of 65,612 fills Gillette Stadium, but Revs suffer 4-1 loss to Inter Miami CF - revolutionsoccer.net. Recap | Record crowd of 65,612 fills Gillette Stadium, but Revs suffer 4-1 loss to Inter Miami CF  revolutionsoccer.net",https://news.google.com/rss/articles/CBMizAFBVV95cUxPYVd6clJXbktVWmJIaENWZF9IdzNlNXlUaWI5Y01LZFJqNzc4el9HbEoyOFJnYjJyMG9oSHlRekJFNHp4SDhFZl9ZYjhkV2tiTzBEcG9JY09FdlFReTZac3lJbVphMXZJSjJ5MDZlaVFNeWNZdElkdHVqNEFXazUxSEpjQzFac2txanpKTTJOa2xjeFZMYkg1NGlXMGhXRVNRYjdrd3VVdFJaeDQ4UmRGaG5ldmlPaXNSdTBlRTAwVnB5a0FrSzR6NUwxblY?oc=5,
rss_google_news,"Sat, 07 Se",Recap | Revs battle St. Louis CITY SC to 2-2 draw in first-ever meeting at Gillette Stadium - revolutionsoccer.net. Recap | Revs battle St. Louis CITY SC to 2-2 draw in first-ever meeting at Gillette Stadium  revolutionsoccer.net,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWENuZ3I4TVh3VVBiQXZrTUlFazBKdEhkX1R6TTRWdlhQR1dvOW1uRGgxOW82NGZmQWRKUXE2UDlseEhTNmNnV2tIWXNhQkpWYkVfbEZ6ZC1vNkJTUllDZUEwb2w1aTVFSGh3SjFnS1lYcWxRXzZIMEUzTVpxQXhXclFmYUZKRDJpLVR4Y2JLa01LUWZFa2JjVUQ1N3pxV2xfamJXTks1U2Z2WU1pY1VtNUtkRGZWaU5pMTJWanBYMF9ZNzZx?oc=5,
rss_google_news,"Tue, 08 Ju",Preview | Spotlight shines on Foxborough as Revs host Inter Miami CF on Wednesday night - revolutionsoccer.net. Preview | Spotlight shines on Foxborough as Revs host Inter Miami CF on Wednesday night  revolutionsoccer.net,https://news.google.com/rss/articles/CBMilwFBVV95cUxNTnNXTFVMd05YTmsxZVZfLV9pcG05dUhlUUR3cmI5NjJfVFdmTVBtQVQ3Z28ySllxOUM5UjY1MC1mTk1sekZIM1RkRWt4SExTeG1XMEROeWRURlNKZWNPZHBPQWd4a2E1QmVlRlEyUEgyU0d1UEl2MlphZTBsNUFfdTZ2RHFWMlg3U0x1Z0YtWHpJdUo2TnRR?oc=5,
rss_google_news,"Thu, 10 Ju","MATCHDAY GUIDE | Revs vs. Inter Miami CF (July 9, 2025) - revolutionsoccer.net. MATCHDAY GUIDE | Revs vs. Inter Miami CF (July 9, 2025)  revolutionsoccer.net",https://news.google.com/rss/articles/CBMikAFBVV95cUxNOEEwNVlPVVZnUkxXTDZiUy1QWVVKSmd2N1ZnM0VIT0dFem1oMHcwVlRodDM5Zkt5RmNENFE0ZmFBZXExUWg5Z3V4eG1yQ2IxNmhEMHlQTk9MaVlKZjRXOTdVRUZSRm05eENzZEFEWTgxemIzalF4REFCMWxwQzZtX3RHT1RGQWRPeDlMdDdwSjQ?oc=5,
